source,article,content,road_tag_code,infr_tag_code,man_tag_code,env_tag_code,commands,prohibitions
中华人民共和国道路交通安全法,42.1.1,机动车上道路行驶，不得超过限速标志标明的最高时速。,/root/道路,/root/基础设施/有交通标志/限速标志,/root,/root,,超过限速标志标明的最高时速
中华人民共和国道路交通安全法,42.1.2,在没有限速标志的路段，应当保持安全车速。,/root/道路/路段,/root/基础设施/缺少交通标志/无限速标志,/root,/root,保持安全车速,
中华人民共和国道路交通安全法,42.2.1,夜间行驶，应当降低行驶速度。,/root,/root,/root,/root/环境/夜晚,降低行驶速度,
中华人民共和国道路交通安全法,42.2.2,在容易发生危险的路段行驶，应当降低行驶速度。,/root/道路/路段;/root/道路/容易发生危险的道路,/root,/root,/root,降低行驶速度,
中华人民共和国道路交通安全法,42.2.3,遇有沙尘等气象条件时，应当降低行驶速度。,/root,/root,/root,/root/环境/沙尘天,降低行驶速度,
中华人民共和国道路交通安全法,42.2.4,遇有冰雹等气象条件时，应当降低行驶速度。,/root,/root,/root,/root/环境/冰雹天,降低行驶速度,
中华人民共和国道路交通安全法,42.2.5,遇有雨等气象条件时，应当降低行驶速度。,/root,/root,/root,/root/环境/雨天,降低行驶速度,
中华人民共和国道路交通安全法,42.2.6,遇有雪等气象条件时，应当降低行驶速度。,/root,/root,/root,/root/环境/雪天,降低行驶速度,
中华人民共和国道路交通安全法,42.2.7,遇有雾等气象条件时，应当降低行驶速度。,/root,/root,/root,/root/环境/雾天,降低行驶速度,
中华人民共和国道路交通安全法,42.2.8,遇有结冰等气象条件时，应当降低行驶速度。,/root/道路/冰雪路面,/root,/root,/root,降低行驶速度,
中华人民共和国道路交通安全法,43.1.1,"同车道行驶的机动车，后车应当与前车保持足以采取紧急制动措施的安全距离。有下列情形之一的，不得超车：
（一）前车正在左转弯的；",/root/道路,/root,/root,/root,后车应当与前车保持足以采取紧急制动措施的安全距离,前车正在左转弯的情形下超车
中华人民共和国道路交通安全法,43.1.2,"同车道行驶的机动车，后车应当与前车保持足以采取紧急制动措施的安全距离。有下列情形之一的，不得超车：
（一）前车正在掉头的；",/root/道路,/root,/root,/root,后车应当与前车保持足以采取紧急制动措施的安全距离,前车正在掉头的情形下超车
中华人民共和国道路交通安全法,43.1.3,"同车道行驶的机动车，后车应当与前车保持足以采取紧急制动措施的安全距离。有下列情形之一的，不得超车：
（一）前车正在超车的；",/root/道路,/root,/root,/root,后车应当与前车保持足以采取紧急制动措施的安全距离,前车正在超车的情形下超车
中华人民共和国道路交通安全法,43.2,"同车道行驶的机动车，后车应当与前车保持足以采取紧急制动措施的安全距离。有下列情形之一的，不得超车：
（二）与对面来车有会车可能的；",/root/道路,/root,/root,/root,后车应当与前车保持足以采取紧急制动措施的安全距离,与对面来车有会车可能的情形下超车
中华人民共和国道路交通安全法,43.3.1,"同车道行驶的机动车，后车应当与前车保持足以采取紧急制动措施的安全距离。有下列情形之一的，不得超车：
（三）前车为执行紧急任务的警车；",/root/道路,/root,/root,/root,后车应当与前车保持足以采取紧急制动措施的安全距离,前车为执行紧急任务的警车时超车
中华人民共和国道路交通安全法,43.3.2,"同车道行驶的机动车，后车应当与前车保持足以采取紧急制动措施的安全距离。有下列情形之一的，不得超车：
（三）前车为执行紧急任务的消防车；",/root/道路,/root,/root,/root,后车应当与前车保持足以采取紧急制动措施的安全距离,前车为执行紧急任务的消防车时超车
中华人民共和国道路交通安全法,43.3.3,"同车道行驶的机动车，后车应当与前车保持足以采取紧急制动措施的安全距离。有下列情形之一的，不得超车：
（三）前车为执行紧急任务的救护车；",/root/道路,/root,/root,/root,后车应当与前车保持足以采取紧急制动措施的安全距离,前车为执行紧急任务的救护车时超车
中华人民共和国道路交通安全法,43.3.4,"同车道行驶的机动车，后车应当与前车保持足以采取紧急制动措施的安全距离。有下列情形之一的，不得超车：
（三）前车为执行紧急任务的工程救险车；",/root/道路,/root,/root,/root,后车应当与前车保持足以采取紧急制动措施的安全距离,前车为执行紧急任务的工程救险车时进行超车
中华人民共和国道路交通安全法,43.4.1,"同车道行驶的机动车，后车应当与前车保持足以采取紧急制动措施的安全距离。有下列情形之一的，不得超车：
（四）行经铁路道口等没有超车条件的。",/root/道路/铁路道口,/root,/root,/root,后车应当与前车保持足以采取紧急制动措施的安全距离,超车
中华人民共和国道路交通安全法,43.4.2,"同车道行驶的机动车，后车应当与前车保持足以采取紧急制动措施的安全距离。有下列情形之一的，不得超车：
（四）行经交叉路口等没有超车条件的。",/root/道路/交叉口,/root,/root,/root,后车应当与前车保持足以采取紧急制动措施的安全距离,超车
中华人民共和国道路交通安全法,43.4.3,"同车道行驶的机动车，后车应当与前车保持足以采取紧急制动措施的安全距离。有下列情形之一的，不得超车：
（四）行经窄桥等没有超车条件的。",/root/道路/狭窄的车道;/root/道路/桥梁,/root,/root,/root,后车应当与前车保持足以采取紧急制动措施的安全距离,超车
中华人民共和国道路交通安全法,43.4.4,"同车道行驶的机动车，后车应当与前车保持足以采取紧急制动措施的安全距离。有下列情形之一的，不得超车：
（四）行经弯道等没有超车条件的。",/root/道路/急转弯,/root,/root,/root,后车应当与前车保持足以采取紧急制动措施的安全距离,超车
中华人民共和国道路交通安全法,43.4.5,"同车道行驶的机动车，后车应当与前车保持足以采取紧急制动措施的安全距离。有下列情形之一的，不得超车：
（四）行经陡坡等没有超车条件的。",/root/道路/陡坡,/root,/root,/root,后车应当与前车保持足以采取紧急制动措施的安全距离,超车
中华人民共和国道路交通安全法,43.4.6,"同车道行驶的机动车，后车应当与前车保持足以采取紧急制动措施的安全距离。有下列情形之一的，不得超车：
（四）行经隧道等没有超车条件的。",/root/道路/隧道,/root,/root,/root,后车应当与前车保持足以采取紧急制动措施的安全距离,超车
中华人民共和国道路交通安全法,43.4.7,"同车道行驶的机动车，后车应当与前车保持足以采取紧急制动措施的安全距离。有下列情形之一的，不得超车：
（四）行经人行横道等没有超车条件的。",/root/道路/人行横道,/root/基础设施/有交通标线/人行横道线,/root,/root,后车应当与前车保持足以采取紧急制动措施的安全距离,超车
中华人民共和国道路交通安全法,43.4.8,"同车道行驶的机动车，后车应当与前车保持足以采取紧急制动措施的安全距离。有下列情形之一的，不得超车：
（四）行经市区交通流量大的路段等没有超车条件的。",/root/道路/城市道路;/root/道路/路段,/root,/root,/root,后车应当与前车保持足以采取紧急制动措施的安全距离,经市区交通流量大的路段超车
中华人民共和国道路交通安全法,44.1,机动车通过交叉路口，应当按照交通信号灯、交通标志、交通标线或者交通警察的指挥通过。,/root/道路/交叉口,/root/基础设施/有交通标线;/root/基础设施/有交通标志;/root/基础设施/有交通信号灯,/root/交通管理/交通警察指挥,/root,按照交通信号灯、交通标志、交通标线或者交通警察的指挥通过交叉路口,
中华人民共和国道路交通安全法,44.2,通过没有交通信号灯、交通标志、交通标线或者交通警察指挥的交叉路口时，应当减速慢行，并让行人和优先通行的车辆先行。,/root/道路/交叉口,/root/基础设施/缺少交通标线/无交通标线;/root/基础设施/缺少交通标志/无交通标志;/root/基础设施/无交通信号灯,/root/交通管理/无交通警察指挥,/root,减速慢行;让行人和优先通行的车辆先行,
中华人民共和国道路交通安全法,45.1.1,机动车遇有前方车辆停车排队等候时，不得借道超车或者占用对面车道，不得穿插等候的车辆。,/root,/root,/root,/root,,借道超车;占用对面车道;穿插等候的车辆
中华人民共和国道路交通安全法,45.1.2,机动车遇有前方车辆缓慢行驶时，不得借道超车或者占用对面车道，不得穿插等候的车辆。,/root,/root,/root,/root,,借道超车;占用对面车道;穿插等候的车辆
中华人民共和国道路交通安全法,45.2.1.1.1,在车道减少的路段，遇到停车排队等候时，机动车应当依次交替通行。,/root/道路/路段;/root/道路/前方车道数减少,/root,/root,/root,遇到停车排队等候时依次交替通行,
中华人民共和国道路交通安全法,45.2.1.1.2,在车道减少的路口，遇到停车排队等候时，机动车应当依次交替通行。,/root/道路/交叉口;/root/道路/前方车道数减少,/root,/root,/root,遇到停车排队等候时依次交替通行,
中华人民共和国道路交通安全法,45.2.1.2.1,在车道减少的路段，遇到缓慢行驶时，机动车应当依次交替通行。,/root/道路/路段;/root/道路/前方车道数减少,/root,/root,/root,遇到缓慢行驶时依次交替通行,
中华人民共和国道路交通安全法,45.2.1.2.2,在车道减少的路口，遇到缓慢行驶时，机动车应当依次交替通行。,/root/道路/交叉口;/root/道路/前方车道数减少,/root,/root,/root,遇到缓慢行驶时依次交替通行,
中华人民共和国道路交通安全法,45.2.2.1,在没有交通信号灯、交通标志、交通标线或者交通警察指挥的交叉路口遇到停车排队等候时，机动车应当依次交替通行。,/root/道路/交叉口,/root/基础设施/缺少交通标线/无交通标线;/root/基础设施/缺少交通标志/无交通标志;/root/基础设施/无交通信号灯,/root/交通管理/无交通警察指挥,/root,遇到停车排队等候时依次交替通行,
中华人民共和国道路交通安全法,45.2.2.2,在没有交通信号灯、交通标志、交通标线或者交通警察指挥的交叉路口遇到缓慢行驶时，机动车应当依次交替通行。,/root/道路/交叉口,/root/基础设施/缺少交通标线/无交通标线;/root/基础设施/缺少交通标志/无交通标志;/root/基础设施/无交通信号灯,/root/交通管理/无交通警察指挥,/root,遇到缓慢行驶时依次交替通行,
中华人民共和国道路交通安全法,46.1,机动车通过铁路道口时，应当按照交通信号或者管理人员的指挥通行。,/root/道路/铁路道口,/root/基础设施/有交通信号灯,/root/交通管理/管理人员指挥,/root,按照交通信号或者管理人员的指挥通行,
中华人民共和国道路交通安全法,46.2,机动车通过铁路道口时，没有交通信号或者管理人员的，应当减速或者停车，在确认安全后通过。,/root/道路/铁路道口,/root/基础设施/无交通信号灯,/root,/root,减速或者停车，在确认安全后通过,
中华人民共和国道路交通安全法,47.1,机动车行经人行横道时，应当减速行驶；遇行人正在通过人行横道，应当停车让行。,/root/道路/人行横道,/root/基础设施/有交通标线/人行横道线,/root,/root,机动车行经人行横道时，应当减速行驶;遇行人正在通过人行横道，应当停车让行,
中华人民共和国道路交通安全法,47.2,机动车行经没有交通信号的道路时，遇行人横过道路，应当避让。,/root/道路,/root/基础设施/无交通信号灯,/root,/root,避让行人,
中华人民共和国道路交通安全法,52,机动车在道路上发生故障，需要停车排除故障时，驾驶人应当立即开启危险报警闪光灯，将机动车移至不妨碍交通的地方停放；难以移动的，应当持续开启危险报警闪光灯，并在来车方向设置警告标志等措施扩大示警距离，必要时迅速报警。,/root/道路,/root,/root/交通管理/交通事件/车辆故障,/root,立即开启危险报警闪光灯，将机动车移至不妨碍交通的地方停放;难以移动的，应当持续开启危险报警闪光灯，并在来车方向设置警告标志等措施扩大示警距离，必要时迅速报警,
中华人民共和国道路交通安全法,53.1,警车执行紧急任务时，其他车辆和行人应当让行。,/root,/root,/root,/root,让行执行任务紧急任务的警车,
中华人民共和国道路交通安全法,53.2,消防车执行紧急任务时，其他车辆和行人应当让行。,/root,/root,/root,/root,让行执行任务紧急任务的消防车,
中华人民共和国道路交通安全法,53.3,救护车执行紧急任务时，其他车辆和行人应当让行。,/root,/root,/root,/root,让行执行紧急任务的救护车,
中华人民共和国道路交通安全法,53.4,工程救险车执行紧急任务时，其他车辆和行人应当让行。,/root,/root,/root,/root,让行执行紧急任务的工程救险车,
中华人民共和国道路交通安全法,54.1,道路养护车辆进行作业时，过往车辆和人员应当注意避让。,/root,/root,/root,/root,让行执行紧急任务的道路养护车,
中华人民共和国道路交通安全法,54.2,工程作业车进行作业时，过往车辆和人员应当注意避让。,/root,/root,/root,/root,让行执行紧急任务的工程作业车,
中华人民共和国道路交通安全法,56,"机动车应当在规定地点停放。禁止在人行道上停放机动车；但是，依照本法第三十三条规定施划的停车泊位除外。
在道路上临时停车的，不得妨碍其他车辆和行人通行。
（第三十三条：新建、改建、扩建的公共建筑、商业街区、居住区、大（中）型建筑等，应当配建、增建停车场；停车泊位不足的，应当及时改建或者扩建；投入使用的停车场不得擅自停止使用或者改作他用。在城市道路范围内，在不影响行人、车辆通行的情况下，政府有关部门可以施划停车泊位。）",/root/道路/人行道,/root,/root,/root,在规定地点停放,在人行道上停放机动车（但依照本法第三十三条规定施划的停车泊位除外）;在道路上临时停车的，不得妨碍其他车辆和行人通行
中华人民共和国道路交通安全法实施条例,38.1,"机动车信号灯和非机动车信号灯表示：
(一)绿灯亮时，准许车辆通行，但转弯的车辆不得妨碍被放行的直行车辆、行人通行；",/root,/root/基础设施/有交通信号灯/绿灯,/root,/root,,转弯的车辆不得妨碍被放行的直行车辆、行人通行
中华人民共和国道路交通安全法实施条例,38.2,"机动车信号灯和非机动车信号灯表示：
(二)黄灯亮时，已越过停止线的车辆可以继续通行；",/root,/root/基础设施/有交通信号灯/黄灯;/root/基础设施/有交通标线/白色实线/停止线,/root,/root,,
中华人民共和国道路交通安全法实施条例,38.3,"机动车信号灯和非机动车信号灯表示：
(三)红灯亮时，禁止车辆通行。
红灯亮时，右转弯的车辆在不妨碍被放行的车辆、行人通行的情况下，可以通行。",/root,/root/基础设施/有交通信号灯/红灯,/root,/root,,通行
中华人民共和国道路交通安全法实施条例,40.1,"车道信号灯表示：
(一)绿色箭头灯亮时，准许本车道车辆按指示方向通行；",/root/道路,/root/基础设施/有交通信号灯/绿灯,/root,/root,,
中华人民共和国道路交通安全法实施条例,40.2,"车道信号灯表示：
(二)红色叉形灯或者箭头灯亮时，禁止本车道车辆通行。",/root/道路,/root/基础设施/有交通信号灯/红灯,/root,/root,,本车道车辆通行
中华人民共和国道路交通安全法实施条例,42,闪光警告信号灯为持续闪烁的黄灯，提示车辆、行人通行时注意瞭望，确认安全后通过。,/root,/root/基础设施/有交通信号灯/黄灯,/root,/root,通行时注意瞭望，确认安全后通过,
中华人民共和国道路交通安全法实施条例,43.1,道路与铁路平面交叉道口有两个红灯交替闪烁或者一个红灯亮时，表示禁止车辆、行人通行。,/root/道路/铁路道口,/root/基础设施/有交通信号灯/红灯,/root,/root,,通行
中华人民共和国道路交通安全法实施条例,43.2,道路与铁路平面交叉道口红灯熄灭时，表示允许车辆、行人通行。,/root/道路/铁路道口,/root/基础设施/有交通信号灯,/root,/root,,
中华人民共和国道路交通安全法实施条例,44.1,在道路同方向划有2条以上机动车道的，左侧为快速车道，右侧为慢速车道。在快速车道行驶的机动车应当按照快速车道规定的速度行驶，未达到快速车道规定的行驶速度的，应当在慢速车道行驶。,/root/道路/大于两条车道;/root/道路/机动车道/快车道;/root/道路/机动车道/慢车道,/root,/root,/root,在快速车道行驶的机动车应当按照快速车道规定的速度行驶;未达到快速车道规定的行驶速度的，应当在慢速车道行驶。,
中华人民共和国道路交通安全法实施条例,44.2,在道路同方向划有2条以上机动车道的，左侧为快速车道，右侧为慢速车道。有交通标志标明行驶速度的，按照标明的行驶速度行驶。,/root/道路/大于两条车道;/root/道路/机动车道/快车道;/root/道路/机动车道/慢车道,/root/基础设施/有交通标志/限速标志,/root,/root,按照标明的行驶速度行驶,
中华人民共和国道路交通安全法实施条例,44.3,在道路同方向划有2条以上机动车道的，左侧为快速车道，右侧为慢速车道。慢速车道内的机动车超越前车时，可以借用快速车道行驶。,/root/道路/大于两条车道;/root/道路/机动车道/快车道;/root/道路/机动车道/慢车道,/root,/root,/root,,
中华人民共和国道路交通安全法实施条例,44.4,在道路同方向划有2条以上机动车道的，变更车道的机动车不得影响相关车道内行驶的机动车的正常行驶。,/root/道路/机动车道;/root/道路/大于两条车道,/root,/root,/root,,变更车道的机动车影响相关车道内行驶的机动车的正常行驶
中华人民共和国道路交通安全法实施条例,45.1,机动车在道路上行驶不得超过限速标志、标线标明的速度。,/root/道路,/root/基础设施/有交通标线/限速标线;/root/基础设施/有交通标志/限速标志,/root,/root,,超过限速标志、标线标明的速度
中华人民共和国道路交通安全法实施条例,45.2.1,"在没有限速标志、标线的道路上，机动车不得超过下列最高行驶速度：
(一)没有道路中心线的道路，城市道路为每小时30公里；",/root/道路/城市道路,/root/基础设施/缺少交通标线/无限速标线;/root/基础设施/缺少交通标志/无限速标志;/root/基础设施/无道路中央隔离设施,/root,/root,,行驶速度超过每小时30公里
中华人民共和国道路交通安全法实施条例,45.2.2,"在没有限速标志、标线的道路上，机动车不得超过下列最高行驶速度：
(一)没有道路中心线的道路，公路为每小时40公里；",/root/道路/公路,/root/基础设施/缺少交通标线/无限速标线;/root/基础设施/缺少交通标志/无限速标志;/root/基础设施/无道路中央隔离设施,/root,/root,,行驶速度超过每小时40公里
中华人民共和国道路交通安全法实施条例,45.3.1,"在没有限速标志、标线的道路上，机动车不得超过下列最高行驶速度：
(二)同方向只有1条机动车道的道路，城市道路为每小时50公里。",/root/道路/机动车道;/root/道路/单车道;/root/道路/城市道路,/root/基础设施/缺少交通标线/无限速标线;/root/基础设施/缺少交通标志/无限速标志,/root,/root,,行驶速度超过每小时50公里
中华人民共和国道路交通安全法实施条例,45.3.2,"在没有限速标志、标线的道路上，机动车不得超过下列最高行驶速度：
(二)同方向只有1条机动车道的道路，公路为每小时70公里。",/root/道路/机动车道;/root/道路/单车道;/root/道路/公路,/root/基础设施/缺少交通标线/无限速标线;/root/基础设施/缺少交通标志/无限速标志,/root,/root,,行驶速度超过每小时70公里
中华人民共和国道路交通安全法实施条例,46.1.1,"机动车行驶中遇有下列情形之一的，最高行驶速度不得超过每小时30公里：
(一)进出非机动车道。",/root/道路/非机动车道,/root,/root,/root,,行驶速度超过每小时30公里
中华人民共和国道路交通安全法实施条例,46.1.2,"机动车行驶中遇有下列情形之一的，最高行驶速度不得超过每小时30公里：
(一)通过铁路道口时。",/root/道路/铁路道口,/root,/root,/root,,行驶速度超过每小时30公里
中华人民共和国道路交通安全法实施条例,46.1.3,"机动车行驶中遇有下列情形之一的，最高行驶速度不得超过每小时30公里：
(一)通过急弯路时。",/root/道路/急转弯,/root,/root,/root,,行驶速度超过每小时30公里
中华人民共和国道路交通安全法实施条例,46.1.4,"机动车行驶中遇有下列情形之一的，最高行驶速度不得超过每小时30公里：
(一)通过窄路时。",/root/道路/狭窄的车道,/root,/root,/root,,行驶速度超过每小时30公里
中华人民共和国道路交通安全法实施条例,46.1.5,"机动车行驶中遇有下列情形之一的，最高行驶速度不得超过每小时30公里：
(一)通过窄桥时。",/root/道路/桥梁;/root/道路/狭窄的车道,/root,/root,/root,,行驶速度超过每小时30公里
中华人民共和国道路交通安全法实施条例,46.2.1,"机动车行驶中遇有下列情形之一的，最高行驶速度不得超过每小时30公里：
(二)掉头时；",/root,/root,/root,/root,,掉头时行驶速度超过每小时30公里
中华人民共和国道路交通安全法实施条例,46.2.2,"机动车行驶中遇有下列情形之一的，最高行驶速度不得超过每小时30公里：
(二)转弯时；",/root,/root,/root,/root,,转弯时行驶速度超过每小时30公里
中华人民共和国道路交通安全法实施条例,46.2.3,"机动车行驶中遇有下列情形之一的，最高行驶速度不得超过每小时30公里：
(二)下陡坡时；",/root/道路/陡坡/下陡坡,/root,/root,/root,,行驶速度超过每小时30公里
中华人民共和国道路交通安全法实施条例,46.3.1,"机动车行驶中遇有下列情形之一的，最高行驶速度不得超过每小时30公里：
(三)遇雾，能见度在50米以内时；",/root,/root,/root,/root/环境/雾天;/root/环境/低能见度/能见度小于50米,,行驶速度超过每小时30公里
中华人民共和国道路交通安全法实施条例,46.3.2,"机动车行驶中遇有下列情形之一的，最高行驶速度不得超过每小时30公里：
(三)遇雨，能见度在50米以内时；",/root,/root,/root,/root/环境/雨天;/root/环境/低能见度/能见度小于50米,,行驶速度超过每小时30公里
中华人民共和国道路交通安全法实施条例,46.3.3,"机动车行驶中遇有下列情形之一的，最高行驶速度不得超过每小时30公里：
(三)遇雪，能见度在50米以内时；",/root,/root,/root,/root/环境/雪天;/root/环境/低能见度/能见度小于50米,,行驶速度超过每小时30公里
中华人民共和国道路交通安全法实施条例,46.3.4,"机动车行驶中遇有下列情形之一的，最高行驶速度不得超过每小时30公里：
(三)遇沙尘，能见度在50米以内时；",/root,/root,/root,/root/环境/沙尘天;/root/环境/低能见度/能见度小于50米,,行驶速度超过每小时30公里
中华人民共和国道路交通安全法实施条例,46.3.5,"机动车行驶中遇有下列情形之一的，最高行驶速度不得超过每小时30公里：
(三)遇冰雹，能见度在50米以内时；",/root,/root,/root,/root/环境/冰雹天;/root/环境/低能见度/能见度小于50米,,行驶速度超过每小时30公里
中华人民共和国道路交通安全法实施条例,46.4.1,"机动车行驶中遇有下列情形之一的，最高行驶速度不得超过每小时30公里：
(四)在冰雪的道路上行驶时；",/root/道路/冰雪路面,/root,/root,/root/环境/雪天,,行驶速度超过每小时30公里
中华人民共和国道路交通安全法实施条例,46.4.2,"机动车行驶中遇有下列情形之一的，最高行驶速度不得超过每小时30公里：
(四)在泥泞的道路上行驶时；",/root/道路/泥泞路面,/root,/root,/root,,行驶速度超过每小时30公里
中华人民共和国道路交通安全法实施条例,47.1,机动车超车时，应当提前开启左转向灯、变换使用远、近光灯或者鸣喇叭。,/root,/root,/root,/root,提前开启左转向灯、变换使用远、近光灯或者鸣喇叭,
中华人民共和国道路交通安全法实施条例,47.2.1.1,在没有道路中心线的道路上，前车遇后车发出超车信号时，在条件许可的情况下，应当降低速度、靠右让路。,/root/道路,/root/基础设施/无道路中央隔离设施,/root,/root,降低速度、靠右让路,
中华人民共和国道路交通安全法实施条例,47.2.1.2,在没有道路中心线的道路上，后车应当在确认有充足的安全距离后，从前车的左侧超越，在与被超车辆拉开必要的安全距离后，开启右转向灯，驶回原车道。,/root/道路,/root/基础设施/无道路中央隔离设施,/root,/root,后车应当在确认有充足的安全距离后，从前车的左侧超越，在与被超车辆拉开必要的安全距离后，开启右转向灯，驶回原车道,
中华人民共和国道路交通安全法实施条例,47.2.2.1,在同方向只有1条机动车道的道路上，前车遇后车发出超车信号时，在条件许可的情况下，应当降低速度、靠右让路。,/root/道路/机动车道;/root/道路/单车道,/root,/root,/root,前车遇后车发出超车信号时，在条件许可的情况下，应当降低速度、靠右让路,
中华人民共和国道路交通安全法实施条例,47.2.2.2,在同方向只有1条机动车道的道路上，后车应当在确认有充足的安全距离后，从前车的左侧超越，在与被超车辆拉开必要的安全距离后，开启右转向灯，驶回原车道。,/root/道路/机动车道;/root/道路/单车道,/root,/root,/root,后车应当在确认有充足的安全距离后，从前车的左侧超越，在与被超车辆拉开必要的安全距离后，开启右转向灯，驶回原车道,
中华人民共和国道路交通安全法实施条例,48.1,"在没有中心隔离设施或者没有中心线的道路上，机动车遇相对方向来车时应当遵守下列规定：
(一)减速靠右行驶，并与其他车辆、行人保持必要的安全距离；",/root/道路,/root/基础设施/无道路中央隔离设施,/root,/root,遇相对方向来车时减速靠右行驶，并与其他车辆、行人保持必要的安全距离,
中华人民共和国道路交通安全法实施条例,48.2,"在没有中心隔离设施或者没有中心线的道路上，机动车遇相对方向来车时应当遵守下列规定：
(二)在有障碍的路段，无障碍的一方先行；但有障碍的一方已驶入障碍路段而无障碍的一方未驶入时，有障碍的一方先行；",/root/道路,/root/基础设施/无道路中央隔离设施,/root/交通管理/交通事件/路面有障碍物,/root,在有障碍的路段，无障碍的一方先行;但有障碍的一方已驶入障碍路段而无障碍的一方未驶入时，有障碍的一方先行,
中华人民共和国道路交通安全法实施条例,48.3,"在没有中心隔离设施或者没有中心线的道路上，机动车遇相对方向来车时应当遵守下列规定：
(三)在狭窄的坡路，上坡的一方先行；但下坡的一方已行至中途而上坡的一方未上坡时，下坡的一方先行；",/root/道路/陡坡/下陡坡;/root/道路/陡坡/上陡坡;/root/道路/狭窄的车道,/root/基础设施/无道路中央隔离设施,/root,/root,在狭窄的坡路，上坡的一方先行；但下坡的一方已行至中途而上坡的一方未上坡时，下坡的一方先行；,
中华人民共和国道路交通安全法实施条例,48.4,"在没有中心隔离设施或者没有中心线的道路上，机动车遇相对方向来车时应当遵守下列规定：
(四)在狭窄的山路，不靠山体的一方先行；",/root/道路/狭窄的车道;/root/道路/公路/山区公路,/root/基础设施/无道路中央隔离设施,/root,/root,不靠山体的一方先行,
中华人民共和国道路交通安全法实施条例,48.5.1,"在没有中心隔离设施或者没有中心线的道路上，机动车遇相对方向来车时应当遵守下列规定：
(五)夜间会车应当在距相对方向来车150米以外改用近光灯。",/root/道路,/root/基础设施/无道路中央隔离设施,/root,/root/环境/夜晚,机动车遇相对方向来车时应当在距相对方向来车150米以外改用近光灯,
中华人民共和国道路交通安全法实施条例,48.5.2,"在没有中心隔离设施或者没有中心线的道路上，机动车遇相对方向来车时应当遵守下列规定：
(五)在窄路与非机动车会车时应当使用近光灯。",/root/道路/狭窄的车道,/root/基础设施/无道路中央隔离设施,/root,/root,机动车遇相对方向来车时应当使用近光灯,
中华人民共和国道路交通安全法实施条例,48.5.3,"在没有中心隔离设施或者没有中心线的道路上，机动车遇相对方向来车时应当遵守下列规定：
(五)在窄桥与非机动车会车时应当使用近光灯。",/root/道路/狭窄的车道;/root/道路/桥梁,/root/基础设施/无道路中央隔离设施,/root,/root,机动车遇相对方向来车时应当使用近光灯,
中华人民共和国道路交通安全法实施条例,49.1.1,机动车在有禁止掉头标志、标线的地点，不得掉头。,/root,/root/基础设施/有交通标线;/root/基础设施/有交通标志/禁止掉头,/root,/root,,掉头
中华人民共和国道路交通安全法实施条例,49.1.2,机动车在有禁止左转弯标志、标线的地点，不得掉头。,/root,/root/基础设施/有交通标志/禁止左转;/root/基础设施/有交通标线,/root,/root,,掉头
中华人民共和国道路交通安全法实施条例,49.1.3,机动车在铁路道口，不得掉头。,/root/道路/铁路道口,/root,/root,/root,,掉头
中华人民共和国道路交通安全法实施条例,49.1.4,机动车在人行横道，不得掉头。,/root/道路/人行横道,/root/基础设施/有交通标线/人行横道线,/root,/root,,掉头
中华人民共和国道路交通安全法实施条例,49.1.5,机动车在桥梁，不得掉头。,/root/道路/桥梁,/root,/root,/root,,掉头
中华人民共和国道路交通安全法实施条例,49.1.6,机动车在急弯，不得掉头。,/root/道路/急转弯,/root,/root,/root,,掉头
