esmini GIT REV: v3.0.1-0-edd82328
esmini GIT TAG: v3.0.1
esmini GIT BRANCH: tags/v3.0.1^0
esmini BUILD VERSION: 6063
Scenario File Name: scenario_0a4a0f42.xosc
Number of Vehicles: 6
Index [-], TimeStamp [s], #1 Entity_Name [-], #1 Entity_ID [-], #1 Current_Speed [m/s], #1 Wheel_Angle [deg], #1 Wheel_Rotation [-], #1 bb_x [m], #1 bb_y [m], #1 bb_z [m], #1 bb_length [m], #1 bb_width [m], #1 bb_height [m], #1 World_Position_X [m], #1 World_Position_Y [m], #1 World_Position_Z [m], #1 Vel_X [m/s], #1 Vel_Y [m/s], #1 Vel_Z [m/s], #1 Acc_X [m/s2], #1 Acc_Y [m/s2], #1 Acc_Z [m/s2], #1 Distance_Travelled_Along_Road_Segment [m], #1 Lateral_Distance_Lanem [m], #1 lane_id, #1 lane_offset[m], #1 World_Heading_Angle [rad], #1 Heading_Angle_Rate [rad/s], #1 Relative_Heading_Angle [rad], #1 Relative_Heading_Angle_Drive_Direction [rad], #1 World_Pitch_Angle [rad], #1 Road_Curvature [1/m], #1 collision_ids, #2 Entity_Name [-], #2 Entity_ID [-],#2 Current_Speed [m/s], #2 Wheel_Angle [deg], #2 Wheel_Rotation [-],#2 bb_x [m], #2 bb_y [m], #2 bb_z [m], #2 bb_length [m], #2 bb_width [m], #2 bb_height [m], #2 World_Position_X [m], #2 World_Position_Y [m], #2 World_Position_Z [m], #2 Vel_X [m/s], #2 Vel_Y [m/s], #2 Vel_Z [m/s], #2 Acc_X [m/s2], #2 Acc_Y [m/s2], #2 Acc_Z [m/s2], #2 Distance_Travelled_Along_Road_Segment [m], #2 Lateral_Distance_Lanem [m], #2 lane_id, #2 lane_offset [m], #2 World_Heading_Angle [rad], #2 Heading_Angle_Rate [rad/s], #2 Relative_Heading_Angle [rad], #2 Relative_Heading_Angle_Drive_Direction [rad], #2 World_Pitch_Angle [rad], #2 Road_Curvature [1/m], #2 collision_ids, #3 Entity_Name [-], #3 Entity_ID [-],#3 Current_Speed [m/s], #3 Wheel_Angle [deg], #3 Wheel_Rotation [-],#3 bb_x [m], #3 bb_y [m], #3 bb_z [m], #3 bb_length [m], #3 bb_width [m], #3 bb_height [m], #3 World_Position_X [m], #3 World_Position_Y [m], #3 World_Position_Z [m], #3 Vel_X [m/s], #3 Vel_Y [m/s], #3 Vel_Z [m/s], #3 Acc_X [m/s2], #3 Acc_Y [m/s2], #3 Acc_Z [m/s2], #3 Distance_Travelled_Along_Road_Segment [m], #3 Lateral_Distance_Lanem [m], #3 lane_id, #3 lane_offset [m], #3 World_Heading_Angle [rad], #3 Heading_Angle_Rate [rad/s], #3 Relative_Heading_Angle [rad], #3 Relative_Heading_Angle_Drive_Direction [rad], #3 World_Pitch_Angle [rad], #3 Road_Curvature [1/m], #3 collision_ids, #4 Entity_Name [-], #4 Entity_ID [-],#4 Current_Speed [m/s], #4 Wheel_Angle [deg], #4 Wheel_Rotation [-],#4 bb_x [m], #4 bb_y [m], #4 bb_z [m], #4 bb_length [m], #4 bb_width [m], #4 bb_height [m], #4 World_Position_X [m], #4 World_Position_Y [m], #4 World_Position_Z [m], #4 Vel_X [m/s], #4 Vel_Y [m/s], #4 Vel_Z [m/s], #4 Acc_X [m/s2], #4 Acc_Y [m/s2], #4 Acc_Z [m/s2], #4 Distance_Travelled_Along_Road_Segment [m], #4 Lateral_Distance_Lanem [m], #4 lane_id, #4 lane_offset [m], #4 World_Heading_Angle [rad], #4 Heading_Angle_Rate [rad/s], #4 Relative_Heading_Angle [rad], #4 Relative_Heading_Angle_Drive_Direction [rad], #4 World_Pitch_Angle [rad], #4 Road_Curvature [1/m], #4 collision_ids, #5 Entity_Name [-], #5 Entity_ID [-],#5 Current_Speed [m/s], #5 Wheel_Angle [deg], #5 Wheel_Rotation [-],#5 bb_x [m], #5 bb_y [m], #5 bb_z [m], #5 bb_length [m], #5 bb_width [m], #5 bb_height [m], #5 World_Position_X [m], #5 World_Position_Y [m], #5 World_Position_Z [m], #5 Vel_X [m/s], #5 Vel_Y [m/s], #5 Vel_Z [m/s], #5 Acc_X [m/s2], #5 Acc_Y [m/s2], #5 Acc_Z [m/s2], #5 Distance_Travelled_Along_Road_Segment [m], #5 Lateral_Distance_Lanem [m], #5 lane_id, #5 lane_offset [m], #5 World_Heading_Angle [rad], #5 Heading_Angle_Rate [rad/s], #5 Relative_Heading_Angle [rad], #5 Relative_Heading_Angle_Drive_Direction [rad], #5 World_Pitch_Angle [rad], #5 Road_Curvature [1/m], #5 collision_ids, #6 Entity_Name [-], #6 Entity_ID [-],#6 Current_Speed [m/s], #6 Wheel_Angle [deg], #6 Wheel_Rotation [-],#6 bb_x [m], #6 bb_y [m], #6 bb_z [m], #6 bb_length [m], #6 bb_width [m], #6 bb_height [m], #6 World_Position_X [m], #6 World_Position_Y [m], #6 World_Position_Z [m], #6 Vel_X [m/s], #6 Vel_Y [m/s], #6 Vel_Z [m/s], #6 Acc_X [m/s2], #6 Acc_Y [m/s2], #6 Acc_Z [m/s2], #6 Distance_Travelled_Along_Road_Segment [m], #6 Lateral_Distance_Lanem [m], #6 lane_id, #6 lane_offset [m], #6 World_Heading_Angle [rad], #6 Heading_Angle_Rate [rad/s], #6 Relative_Heading_Angle [rad], #6 Relative_Heading_Angle_Drive_Direction [rad], #6 World_Pitch_Angle [rad], #6 Road_Curvature [1/m], #6 collision_ids, 
1294, 1.366792, Ego, 0, 30.780000, 0.000000, 0.819073, 1.500000, 0.000000, 0.900000, 5.050000, 1.820000, 1.800000, 49.864858, -9.365000, 0.000000, 30.780000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 2049.864858, -9.365000, -3, -0.460000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , A1, 1, 25.096328, 0.000000, 2.084540, 1.500000, 0.000000, 0.900000, 17.580000, 2.500000, 1.800000, 178.981654, -13.185000, 0.000000, 25.096328, -0.000000, 0.000000, -61.667618, -0.000000, 0.000000, 2178.981654, -13.185000, -4, -0.305000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , A2, 2, 22.103585, -0.036137, 5.185990, 1.500000, 0.000000, 0.900000, 17.379999, 2.500000, 1.800000, 68.380263, -12.883292, 0.000000, 22.102158, 0.251161, 0.000000, -7.443767, -0.084588, 0.000000, 2068.380263, -12.883292, -4, -0.003292, 0.009423, -0.285398, 0.009423, 0.009423, 0.000000, 0.000000, , A3, 3, 28.570110, 0.019605, 4.922552, 1.500000, 0.000000, 0.900000, 5.050000, 1.820000, 1.800000, 72.227376, -8.495000, 0.000000, 28.570110, 0.000000, 0.000000, 85.972567, 0.000000, 0.000000, 2072.227376, -8.495000, -3, 0.410000, 0.001347, 0.200066, 0.001347, 0.001347, 0.000000, 0.000000, , A4, 4, 34.170000, 0.000000, 4.480153, 1.500000, 0.000000, 0.900000, 4.950000, 1.920000, 1.800000, 2.813083, -8.465000, 0.000000, 34.170000, 0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 2002.813083, -8.465000, -3, 0.440000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , A5, 5, 37.300000, 0.000000, 4.410611, 1.500000, 0.000000, 0.900000, 5.560000, 2.020000, 1.800000, -15.008658, -5.165000, 0.000000, 37.300000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1984.991342, -5.165000, -2, -0.280000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
1295, 1.367812, Ego, 0, 30.780000, 0.000000, 0.908774, 1.500000, 0.000000, 0.900000, 5.050000, 1.820000, 1.800000, 49.896253, -9.365000, 0.000000, 30.780000, 0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 2049.896253, -9.365000, -3, -0.460000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , A1, 1, 25.032316, 0.000000, 2.157492, 1.500000, 0.000000, 0.900000, 17.580000, 2.500000, 1.800000, 179.007187, -13.185000, 0.000000, 25.032316, 0.000000, 0.000000, -62.757011, 0.000000, 0.000000, 2179.007187, -13.185000, -4, -0.305000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , A2, 2, 22.095858, -0.036137, 5.250383, 1.500000, 0.000000, 0.900000, 17.379999, 2.500000, 1.800000, 68.402799, -12.883036, 0.000000, 22.094432, 0.251073, 0.000000, -7.575266, -0.086083, 0.000000, 2068.402799, -12.883036, -4, -0.003036, 0.009132, -0.285298, 0.009132, 0.009132, 0.000000, 0.000000, , A3, 3, 28.659351, 0.019605, 5.006074, 1.500000, 0.000000, 0.900000, 5.050000, 1.820000, 1.800000, 72.256608, -8.495000, 0.000000, 28.659351, 0.000000, 0.000000, 87.491322, 0.000000, 0.000000, 2072.256608, -8.495000, -3, 0.410000, 0.001552, 0.200691, 0.001552, 0.001552, 0.000000, 0.000000, , A4, 4, 34.170000, 0.000000, 4.579734, 1.500000, 0.000000, 0.900000, 4.950000, 1.920000, 1.800000, 2.847936, -8.465000, 0.000000, 34.170000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 2002.847936, -8.465000, -3, 0.440000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , A5, 5, 37.300000, 0.000000, 4.519314, 1.500000, 0.000000, 0.900000, 5.560000, 2.020000, 1.800000, -14.970612, -5.165000, 0.000000, 37.300000, 0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 1985.029388, -5.165000, -2, -0.280000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
1296, 1.368869, Ego, 0, 30.780000, 0.000000, 1.001730, 1.500000, 0.000000, 0.900000, 5.050000, 1.820000, 1.800000, 49.928788, -9.365000, 0.000000, 30.780000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 2049.928788, -9.365000, -3, -0.460000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , A1, 1, 24.968335, 0.000000, 2.232896, 1.500000, 0.000000, 0.900000, 17.580000, 2.500000, 1.800000, 179.033578, -13.185000, 0.000000, 24.968335, 0.000000, 0.000000, -60.531076, 0.000000, 0.000000, 2179.033578, -13.185000, -4, -0.305000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , A2, 2, 22.088135, -0.036137, 5.317090, 1.500000, 0.000000, 0.900000, 17.379999, 2.500000, 1.800000, 68.426145, -12.882771, 0.000000, 22.086709, 0.250985, 0.000000, -7.306578, -0.083029, 0.000000, 2068.426145, -12.882771, -4, -0.002771, 0.008830, -0.285198, 0.008830, 0.008830, 0.000000, 0.000000, , A3, 3, 28.748549, 0.019605, 5.092894, 1.500000, 0.000000, 0.900000, 5.050000, 1.820000, 1.800000, 72.286995, -8.495000, 0.000000, 28.748549, 0.000000, 0.000000, 84.388082, 0.000000, 0.000000, 2072.286995, -8.495000, -3, 0.410000, 0.001765, 0.201316, 0.001765, 0.001765, 0.000000, 0.000000, , A4, 4, 34.170000, 0.000000, 4.682927, 1.500000, 0.000000, 0.900000, 4.950000, 1.920000, 1.800000, 2.884054, -8.465000, 0.000000, 34.170000, 0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 2002.884054, -8.465000, -3, 0.440000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , A5, 5, 37.300000, 0.000000, 4.631960, 1.500000, 0.000000, 0.900000, 5.560000, 2.020000, 1.800000, -14.931186, -5.165000, 0.000000, 37.300000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1985.068814, -5.165000, -2, -0.280000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
1297, 1.369925, Ego, 0, 30.780000, 0.000000, 1.094598, 1.500000, 0.000000, 0.900000, 5.050000, 1.820000, 1.800000, 49.961291, -9.365000, 0.000000, 30.780000, 0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 2049.961291, -9.365000, -3, -0.460000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , A1, 1, 24.903244, 0.000000, 2.308033, 1.500000, 0.000000, 0.900000, 17.580000, 2.500000, 1.800000, 179.059876, -13.185000, 0.000000, 24.903244, 0.000000, 0.000000, -61.638557, 0.000000, 0.000000, 2179.059876, -13.185000, -4, -0.305000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , A2, 2, 22.080277, -0.036137, 5.383709, 1.500000, 0.000000, 0.900000, 17.379999, 2.500000, 1.800000, 68.449460, -12.882506, 0.000000, 22.078852, 0.250896, 0.000000, -7.440259, -0.084548, 0.000000, 2068.449460, -12.882506, -4, -0.002506, 0.008529, -0.285097, 0.008529, 0.008529, 0.000000, 0.000000, , A3, 3, 28.839294, 0.019605, 5.179907, 1.500000, 0.000000, 0.900000, 5.050000, 1.820000, 1.800000, 72.317450, -8.495000, 0.000000, 28.839294, 0.000000, 0.000000, 85.932052, 0.000000, 0.000000, 2072.317450, -8.495000, -3, 0.410000, 0.001978, 0.201951, 0.001978, 0.001978, 0.000000, 0.000000, , A4, 4, 34.170000, 0.000000, 4.786023, 1.500000, 0.000000, 0.900000, 4.950000, 1.920000, 1.800000, 2.920137, -8.465000, 0.000000, 34.170000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 2002.920137, -8.465000, -3, 0.440000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , A5, 5, 37.300000, 0.000000, 4.744500, 1.500000, 0.000000, 0.900000, 5.560000, 2.020000, 1.800000, -14.891798, -5.165000, 0.000000, 37.300000, 0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 1985.108202, -5.165000, -2, -0.280000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
1298, 1.370981, Ego, 0, 30.780000, 0.000000, 1.187465, 1.500000, 0.000000, 0.900000, 5.050000, 1.820000, 1.800000, 49.993795, -9.365000, 0.000000, 30.780000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 2049.993795, -9.365000, -3, -0.460000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , A1, 1, 24.838185, 0.000000, 2.382973, 1.500000, 0.000000, 0.900000, 17.580000, 2.500000, 1.800000, 179.086105, -13.185000, 0.000000, 24.838185, 0.000000, 0.000000, -61.609386, 0.000000, 0.000000, 2179.086105, -13.185000, -4, -0.305000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , A2, 2, 22.072424, -0.036137, 5.450305, 1.500000, 0.000000, 0.900000, 17.379999, 2.500000, 1.800000, 68.472767, -12.882241, 0.000000, 22.070999, 0.250807, 0.000000, -7.436738, -0.084508, 0.000000, 2068.472767, -12.882241, -4, -0.002241, 0.008228, -0.284995, 0.008228, 0.008228, 0.000000, 0.000000, , A3, 3, 28.929995, 0.019605, 5.267193, 1.500000, 0.000000, 0.900000, 5.050000, 1.820000, 1.800000, 72.348000, -8.495000, 0.000000, 28.929995, 0.000000, 0.000000, 85.891384, 0.000000, 0.000000, 2072.348000, -8.495000, -3, 0.410000, 0.002192, 0.202586, 0.002192, 0.002192, 0.000000, 0.000000, , A4, 4, 34.170000, 0.000000, 4.889119, 1.500000, 0.000000, 0.900000, 4.950000, 1.920000, 1.800000, 2.956221, -8.465000, 0.000000, 34.170000, 0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 2002.956221, -8.465000, -3, 0.440000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , A5, 5, 37.300000, 0.000000, 4.857039, 1.500000, 0.000000, 0.900000, 5.560000, 2.020000, 1.800000, -14.852409, -5.165000, 0.000000, 37.300000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1985.147591, -5.165000, -2, -0.280000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
1299, 1.372037, Ego, 0, 30.780000, 0.000000, 1.280333, 1.500000, 0.000000, 0.900000, 5.050000, 1.820000, 1.800000, 50.026299, -9.365000, 0.000000, 30.780000, 0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 2050.026299, -9.365000, -3, -0.460000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , A1, 1, 24.773125, 0.000000, 2.457717, 1.500000, 0.000000, 0.900000, 17.580000, 2.500000, 1.800000, 179.112266, -13.185000, 0.000000, 24.773125, -0.000000, 0.000000, -61.609386, -0.000000, 0.000000, 2179.112266, -13.185000, -4, -0.305000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , A2, 2, 22.064570, -0.036137, 5.516877, 1.500000, 0.000000, 0.900000, 17.379999, 2.500000, 1.800000, 68.496066, -12.881977, 0.000000, 22.063145, 0.250718, 0.000000, -7.436738, -0.084508, 0.000000, 2068.496066, -12.881977, -4, -0.001977, 0.007928, -0.284894, 0.007928, 0.007928, 0.000000, 0.000000, , A3, 3, 29.020696, 0.019605, 5.354752, 1.500000, 0.000000, 0.900000, 5.050000, 1.820000, 1.800000, 72.378646, -8.495000, 0.000000, 29.020696, 0.000000, 0.000000, 85.891384, 0.000000, 0.000000, 2072.378646, -8.495000, -3, 0.410000, 0.002406, 0.203221, 0.002406, 0.002406, 0.000000, 0.000000, , A4, 4, 34.170000, 0.000000, 4.992215, 1.500000, 0.000000, 0.900000, 4.950000, 1.920000, 1.800000, 2.992304, -8.465000, 0.000000, 34.170000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 2002.992304, -8.465000, -3, 0.440000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , A5, 5, 37.300000, 0.000000, 4.969579, 1.500000, 0.000000, 0.900000, 5.560000, 2.020000, 1.800000, -14.813020, -5.165000, 0.000000, 37.300000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1985.186980, -5.165000, -2, -0.280000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
1300, 1.373094, Ego, 0, 30.780000, 0.000000, 1.373289, 1.500000, 0.000000, 0.900000, 5.050000, 1.820000, 1.800000, 50.058833, -9.365000, 0.000000, 30.780000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 2050.058833, -9.365000, -3, -0.460000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , A1, 1, 24.708035, 0.000000, 2.532336, 1.500000, 0.000000, 0.900000, 17.580000, 2.500000, 1.800000, 179.138382, -13.185000, 0.000000, 24.708035, 0.000000, 0.000000, -61.580242, 0.000000, 0.000000, 2179.138382, -13.185000, -4, -0.305000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , A2, 2, 22.056712, -0.036137, 5.583488, 1.500000, 0.000000, 0.900000, 17.379999, 2.500000, 1.800000, 68.519378, -12.881712, 0.000000, 22.055288, 0.250628, 0.000000, -7.433220, -0.084468, 0.000000, 2068.519378, -12.881712, -4, -0.001712, 0.007627, -0.284793, 0.007627, 0.007627, 0.000000, 0.000000, , A3, 3, 29.111441, 0.019605, 5.442669, 1.500000, 0.000000, 0.900000, 5.050000, 1.820000, 1.800000, 72.409416, -8.495000, 0.000000, 29.111441, 0.000000, 0.000000, 85.850754, 0.000000, 0.000000, 2072.409416, -8.495000, -3, 0.410000, 0.002622, 0.203857, 0.002622, 0.002622, 0.000000, 0.000000, , A4, 4, 34.170000, 0.000000, 5.095408, 1.500000, 0.000000, 0.900000, 4.950000, 1.920000, 1.800000, 3.028422, -8.465000, 0.000000, 34.170000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 2003.028422, -8.465000, -3, 0.440000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , A5, 5, 37.300000, 0.000000, 5.082225, 1.500000, 0.000000, 0.900000, 5.560000, 2.020000, 1.800000, -14.773594, -5.165000, 0.000000, 37.300000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1985.226406, -5.165000, -2, -0.280000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
1301, 1.374154, Ego, 0, 30.780000, 0.000000, 1.466508, 1.500000, 0.000000, 0.900000, 5.050000, 1.820000, 1.800000, 50.091460, -9.365000, 0.000000, 30.780000, 0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 2050.091460, -9.365000, -3, -0.460000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , A1, 1, 24.642821, 0.000000, 2.606968, 1.500000, 0.000000, 0.900000, 17.580000, 2.500000, 1.800000, 179.164504, -13.185000, 0.000000, 24.642821, 0.000000, 0.000000, -61.522202, 0.000000, 0.000000, 2179.164504, -13.185000, -4, -0.305000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , A2, 2, 22.048840, -0.036137, 5.650264, 1.500000, 0.000000, 0.900000, 17.379999, 2.500000, 1.800000, 68.542748, -12.881446, 0.000000, 22.047417, 0.250539, 0.000000, -7.426214, -0.084389, 0.000000, 2068.542748, -12.881446, -4, -0.001446, 0.007325, -0.284691, 0.007325, 0.007325, 0.000000, 0.000000, , A3, 3, 29.202357, 0.019605, 5.531110, 1.500000, 0.000000, 0.900000, 5.050000, 1.820000, 1.800000, 72.440371, -8.495000, 0.000000, 29.202357, 0.000000, 0.000000, 85.769840, 0.000000, 0.000000, 2072.440371, -8.495000, -3, 0.410000, 0.002839, 0.204494, 0.002839, 0.002839, 0.000000, 0.000000, , A4, 4, 34.170000, 0.000000, 5.198894, 1.500000, 0.000000, 0.900000, 4.950000, 1.920000, 1.800000, 3.064642, -8.465000, 0.000000, 34.170000, 0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 2003.064642, -8.465000, -3, 0.440000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , A5, 5, 37.300000, 0.000000, 5.195190, 1.500000, 0.000000, 0.900000, 5.560000, 2.020000, 1.800000, -14.734056, -5.165000, 0.000000, 37.300000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1985.265944, -5.165000, -2, -0.280000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
1302, 1.375214, Ego, 0, 30.780000, 0.000000, 1.559728, 1.500000, 0.000000, 0.900000, 5.050000, 1.820000, 1.800000, 50.124087, -9.365000, 0.000000, 30.780000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 2050.124087, -9.365000, -3, -0.460000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , A1, 1, 24.577515, 0.000000, 2.681403, 1.500000, 0.000000, 0.900000, 17.580000, 2.500000, 1.800000, 179.190556, -13.185000, 0.000000, 24.577515, 0.000000, 0.000000, -61.609386, 0.000000, 0.000000, 2179.190556, -13.185000, -4, -0.305000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , A2, 2, 22.040957, -0.036137, 5.717017, 1.500000, 0.000000, 0.900000, 17.379999, 2.500000, 1.800000, 68.566110, -12.881181, 0.000000, 22.039534, 0.250449, 0.000000, -7.436738, -0.084508, 0.000000, 2068.566110, -12.881181, -4, -0.001181, 0.007023, -0.284589, 0.007023, 0.007023, 0.000000, 0.000000, , A3, 3, 29.293401, 0.019605, 5.619827, 1.500000, 0.000000, 0.900000, 5.050000, 1.820000, 1.800000, 72.471422, -8.495000, 0.000000, 29.293401, 0.000000, 0.000000, 85.891384, 0.000000, 0.000000, 2072.471422, -8.495000, -3, 0.410000, 0.003056, 0.205131, 0.003056, 0.003056, 0.000000, 0.000000, , A4, 4, 34.170000, 0.000000, 5.302381, 1.500000, 0.000000, 0.900000, 4.950000, 1.920000, 1.800000, 3.100862, -8.465000, 0.000000, 34.170000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 2003.100862, -8.465000, -3, 0.440000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , A5, 5, 37.300000, 0.000000, 5.308156, 1.500000, 0.000000, 0.900000, 5.560000, 2.020000, 1.800000, -14.694518, -5.165000, 0.000000, 37.300000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1985.305482, -5.165000, -2, -0.280000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
1303, 1.376270, Ego, 0, 30.780000, 0.000000, 1.652595, 1.500000, 0.000000, 0.900000, 5.050000, 1.820000, 1.800000, 50.156591, -9.365000, 0.000000, 30.780000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 2050.156591, -9.365000, -3, -0.460000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , A1, 1, 24.512333, 0.000000, 2.755360, 1.500000, 0.000000, 0.900000, 17.580000, 2.500000, 1.800000, 179.216441, -13.185000, 0.000000, 24.512333, 0.000000, 0.000000, -61.726070, 0.000000, 0.000000, 2179.216441, -13.185000, -4, -0.305000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , A2, 2, 22.033088, -0.036137, 5.783494, 1.500000, 0.000000, 0.900000, 17.379999, 2.500000, 1.800000, 68.589376, -12.880916, 0.000000, 22.031666, 0.250360, 0.000000, -7.450823, -0.084668, 0.000000, 2068.589376, -12.880916, -4, -0.000916, 0.006723, -0.284488, 0.006723, 0.006723, 0.000000, 0.000000, , A3, 3, 29.384274, 0.019605, 5.708484, 1.500000, 0.000000, 0.900000, 5.050000, 1.820000, 1.800000, 72.502452, -8.495000, 0.000000, 29.384274, 0.000000, 0.000000, 86.054057, 0.000000, 0.000000, 2072.502452, -8.495000, -3, 0.410000, 0.003273, 0.205767, 0.003273, 0.003273, 0.000000, 0.000000, , A4, 4, 34.170000, 0.000000, 5.405477, 1.500000, 0.000000, 0.900000, 4.950000, 1.920000, 1.800000, 3.136946, -8.465000, 0.000000, 34.170000, 0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 2003.136946, -8.465000, -3, 0.440000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , A5, 5, 37.300000, 0.000000, 5.420695, 1.500000, 0.000000, 0.900000, 5.560000, 2.020000, 1.800000, -14.655129, -5.165000, 0.000000, 37.300000, 0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 1985.344871, -5.165000, -2, -0.280000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
